Airline,Origin,Dest,typical_distance,typical_hour
WN,BNA,CLT,328,12
WN,BNA,CMH,337,14
WN,BNA,CVG,230,13
WN,BNA,DAL,623,13
WN,BNA,DCA,562,12
WN,BNA,DEN,1014,13
WN,BNA,DTW,456,16
WN,BNA,ECP,401,13
WN,BNA,FLL,793,14
WN,BNA,GRR,470,13
WN,BNA,GSP,265,15
WN,BNA,HDN,1153,8
WN,BNA,HOU,670,14
WN,BNA,IAH,657,12
WN,BNA,JAX,483,15
WN,BNA,LAS,1587,14
WN,BNA,LAX,1797,14
WN,BNA,LGA,764,12
WN,BNA,LGB,1785,13
WN,BNA,MCI,491,14
WN,BNA,MCO,616,13
WN,BNA,MDW,395,13
WN,BNA,MIA,806,11
WN,BNA,MKE,475,13
WN,BNA,MSP,695,13
WN,BNA,MSY,471,14
WN,BNA,MYR,471,11
WN,BNA,OAK,1959,15
WN,BNA,OKC,616,14
WN,BNA,OMA,612,13
WN,BNA,ONT,1751,13
WN,BNA,ORD,409,12
WN,BNA,ORF,585,13
WN,BNA,PHL,675,15
WN,BNA,PHX,1449,14
WN,BNA,PIT,462,15
WN,BNA,PNS,391,13
WN,BNA,PWM,1010,11
WN,BNA,RDU,442,15
WN,BNA,RIC,527,13
WN,BNA,RSW,722,15
WN,BNA,SAN,1751,13
WN,BNA,SAT,822,14
WN,BNA,SAV,417,12
WN,BNA,SEA,1978,13
WN,BNA,SJC,1947,15
WN,BNA,SJU,1753,8
WN,BNA,SLC,1404,14
WN,BNA,SMF,1917,14
WN,BNA,SNA,1772,17
WN,BNA,SRQ,648,12
WN,BNA,STL,272,13
WN,BNA,TPA,612,13
WN,BNA,VPS,389,14
WN,BOI,BUR,656,13
WN,BOI,DAL,1282,14
WN,BOI,DEN,649,11
WN,BOI,LAS,519,12
WN,BOI,LGB,680,16
WN,BOI,OAK,512,7
WN,BOI,PHX,735,13
WN,BOI,SAN,749,13
WN,BOI,SJC,523,13
WN,BOI,SMF,437,13
WN,BOS,AUS,1698,13
WN,BOS,BNA,942,12
WN,BOS,BWI,369,12
WN,BOS,DAL,1554,13
WN,BOS,DEN,1754,11
WN,BOS,MDW,861,12
WN,BOS,STL,1047,13
WN,BUF,BNA,633,12
WN,BUF,BWI,281,11
WN,BUF,DAL,1206,15
WN,BUF,DEN,1359,11
WN,BUF,FLL,1166,12
WN,BUF,HOU,1297,12
WN,BUF,IND,452,13
WN,BUF,LAS,1986,14
WN,BUF,LAX,2218,13
WN,BUF,MCI,870,8
WN,BUF,MCO,1011,12
WN,BUF,MDW,468,14
WN,BUF,PHX,1912,15
WN,BUF,RSW,1144,13
WN,BUF,SRQ,1093,13
WN,BUF,TPA,1053,13
WN,BUR,ABQ,672,11
WN,BUR,AUS,1241,9
WN,BUR,BNA,1791,8
WN,BUR,BOI,656,12
WN,BUR,DAL,1243,13
WN,BUR,DEN,850,11
WN,BUR,EUG,732,13
WN,BUR,HOU,1389,12
WN,BUR,LAS,223,14
WN,BUR,MCI,1354,12
WN,BUR,MDW,1740,9
WN,BUR,MSY,1668,13
WN,BUR,OAK,325,13
WN,BUR,PDX,817,13
WN,BUR,PHX,369,14
WN,BUR,RNO,374,15
WN,BUR,SAT,1211,13
WN,BUR,SFO,326,15
WN,BUR,SJC,296,13
WN,BUR,SLC,574,13
WN,BUR,SMF,358,13
WN,BUR,STL,1583,11
WN,BWI,ABQ,1670,12
WN,BWI,ALB,289,15
WN,BWI,ATL,577,14
WN,BWI,AUS,1342,13
WN,BWI,BDL,283,15
WN,BWI,BHM,682,13
WN,BWI,BNA,587,13
WN,BWI,BOS,369,14
WN,BWI,BUF,281,15
WN,BWI,CHS,472,15
WN,BWI,CLE,314,16
WN,BWI,CLT,361,15
WN,BWI,CMH,337,15
WN,BWI,COS,1503,13
WN,BWI,CVG,430,14
WN,BWI,DAL,1209,13
WN,BWI,DEN,1491,13
WN,BWI,DTW,409,17
WN,BWI,ECP,798,8
WN,BWI,FLL,925,14
WN,BWI,GRR,528,12
WN,BWI,GSP,426,14
WN,BWI,HOU,1246,13
WN,BWI,IND,516,15
WN,BWI,ISP,220,15
WN,BWI,JAN,888,17
WN,BWI,JAX,663,14
WN,BWI,LAS,2106,14
WN,BWI,LAX,2329,15
WN,BWI,MCI,967,14
WN,BWI,MCO,787,13
WN,BWI,MDW,611,14
WN,BWI,MEM,787,9
WN,BWI,MHT,377,15
WN,BWI,MIA,946,13
WN,BWI,MKE,641,15
WN,BWI,MSP,936,12
WN,BWI,MSY,998,14
WN,BWI,MYR,399,14
WN,BWI,OAK,2447,15
WN,BWI,ORD,622,12
WN,BWI,ORF,159,15
WN,BWI,PBI,883,14
WN,BWI,PHX,1999,14
WN,BWI,PIT,210,16
WN,BWI,PVD,327,15
WN,BWI,PWM,452,14
WN,BWI,RDU,255,15
WN,BWI,RIC,121,11
WN,BWI,ROC,277,15
WN,BWI,RSW,919,13
WN,BWI,SAN,2295,12
WN,BWI,SAT,1407,14
WN,BWI,SAV,549,14
WN,BWI,SDF,495,15
WN,BWI,SEA,2335,11
WN,BWI,SJU,1565,13
WN,BWI,SLC,1865,10
WN,BWI,SRQ,880,14
WN,BWI,STL,738,14
WN,BWI,SYR,273,15
WN,BWI,TPA,842,13
WN,BWI,VPS,819,10
WN,BZN,BNA,1435,13
WN,BZN,DAL,1172,11
WN,BZN,DEN,524,11
WN,BZN,LAS,701,13
WN,BZN,MDW,1198,12
WN,CHS,AUS,1055,16
WN,CHS,BNA,439,13
WN,CHS,BWI,472,13
WN,CHS,DAL,977,15
WN,CHS,DEN,1449,11
WN,CHS,HOU,928,14
WN,CHS,MDW,745,14
WN,CHS,STL,706,17
WN,CLE,ATL,554,13
WN,CLE,BNA,448,13
WN,CLE,BWI,314,11
WN,CLE,DEN,1201,12
WN,CLE,LAS,1824,13
WN,CLE,MCO,895,11
WN,CLE,MDW,307,13
WN,CLE,MSY,917,17
WN,CLE,PHX,1737,12
WN,CLE,RSW,1025,11
WN,CLE,SRQ,967,16
WN,CLE,STL,487,13
WN,CLE,TPA,927,13
WN,CLT,BNA,328,11
WN,CLT,BWI,361,12
WN,CLT,DAL,926,9
WN,CLT,DEN,1337,12
WN,CLT,HOU,920,13
WN,CLT,MDW,584,13
WN,CLT,STL,575,13
WN,CMH,ATL,447,14
WN,CMH,AUS,1073,11
WN,CMH,BNA,337,11
WN,CMH,BWI,337,11
WN,CMH,DAL,919,15
WN,CMH,DCA,323,13
WN,CMH,DEN,1154,12
WN,CMH,FLL,973,12
WN,CMH,HOU,1000,13
WN,CMH,LAS,1771,13
WN,CMH,MCI,632,12
WN,CMH,MCO,802,11
WN,CMH,MDW,283,13
WN,CMH,MYR,488,13
WN,CMH,OMA,689,13
WN,CMH,PDX,2034,12
WN,CMH,PHX,1670,7
WN,CMH,RSW,930,12
WN,CMH,SAN,1964,17
WN,CMH,SRQ,869,10
WN,CMH,STL,409,12
WN,CMH,TPA,829,13
WN,COS,BWI,1503,13
WN,COS,DAL,602,11
WN,COS,DEN,73,12
WN,COS,HOU,829,10
WN,COS,LAS,604,13
WN,COS,LGB,825,12
WN,COS,MDW,917,13
WN,COS,PHX,551,12
WN,COS,SAN,816,12
WN,COS,SAT,732,14
WN,CRP,DAL,352,12
WN,CRP,HOU,187,11
WN,CVG,BNA,230,13
WN,CVG,BWI,430,7
WN,CVG,DEN,1069,14
WN,CVG,MCO,757,13
WN,CVG,MDW,249,8
WN,CVG,PHX,1569,16
WN,CVG,TPA,773,15
WN,DAL,ABQ,580,14
WN,DAL,AMA,323,15
WN,DAL,ATL,721,13
WN,DAL,AUS,189,13
WN,DAL,BHM,587,14
WN,DAL,BNA,623,14
WN,DAL,BOI,1282,14
WN,DAL,BOS,1554,12
WN,DAL,BUF,1206,11
WN,DAL,BUR,1243,17
WN,DAL,BWI,1209,12
WN,DAL,BZN,1172,11
WN,DAL,CHS,977,13
WN,DAL,CLT,926,15
WN,DAL,CMH,919,14
WN,DAL,COS,602,15
WN,DAL,CRP,352,14
WN,DAL,DCA,1184,13
WN,DAL,DEN,651,13
WN,DAL,DTW,981,15
WN,DAL,ECP,674,13
WN,DAL,ELP,562,14
WN,DAL,FAT,1325,13
WN,DAL,FLL,1108,13
WN,DAL,GEG,1486,14
WN,DAL,HDN,779,12
WN,DAL,HOU,239,13
WN,DAL,HRL,458,15
WN,DAL,IAH,216,12
WN,DAL,IND,755,13
WN,DAL,JAX,907,14
WN,DAL,LAS,1067,13
WN,DAL,LAX,1246,13
WN,DAL,LBB,293,14
WN,DAL,LGA,1381,12
WN,DAL,LGB,1232,13
WN,DAL,LIT,296,15
WN,DAL,MAF,319,15
WN,DAL,MCI,461,13
WN,DAL,MCO,973,13
WN,DAL,MDW,793,13
WN,DAL,MEM,423,14
WN,DAL,MIA,1109,11
WN,DAL,MKE,850,13
WN,DAL,MSP,853,14
WN,DAL,MSY,436,14
WN,DAL,MTJ,733,12
WN,DAL,MYR,1038,13
WN,DAL,OAK,1468,15
WN,DAL,OMA,586,10
WN,DAL,ONT,1200,16
WN,DAL,ORD,798,12
WN,DAL,ORF,1203,12
WN,DAL,PBI,1091,14
WN,DAL,PDX,1626,14
WN,DAL,PHL,1295,11
WN,DAL,PHX,879,13
WN,DAL,PIT,1060,12
WN,DAL,PNS,592,10
WN,DAL,PSP,1137,14
WN,DAL,PVD,1521,9
WN,DAL,RDU,1052,13
WN,DAL,RNO,1356,14
WN,DAL,RSW,1005,13
WN,DAL,SAN,1182,13
WN,DAL,SAT,247,14
WN,DAL,SAV,914,11
WN,DAL,SDF,725,11
WN,DAL,SEA,1670,11
WN,DAL,SFO,1476,18
WN,DAL,SJC,1450,18
WN,DAL,SLC,999,12
WN,DAL,SMF,1442,13
WN,DAL,SNA,1216,13
WN,DAL,SRQ,934,13
WN,DAL,STL,546,13
WN,DAL,TPA,917,13
WN,DAL,TUL,238,15
WN,DAL,TUS,824,14
WN,DAL,VPS,630,11
WN,DCA,ATL,547,12
WN,DCA,AUS,1315,17
WN,DCA,BNA,562,12
WN,DCA,CMH,323,13
WN,DCA,DAL,1184,13
WN,DCA,FLL,899,9
WN,DCA,HOU,1218,13
WN,DCA,MCI,949,11
WN,DCA,MCO,759,13
WN,DCA,MDW,601,12
WN,DCA,MKE,634,12
WN,DCA,MSY,969,13
WN,DCA,OKC,1158,16
WN,DCA,OMA,1012,16
WN,DCA,PVD,356,11
WN,DCA,RSW,892,14
WN,DCA,STL,719,12
WN,DCA,TPA,814,11
WN,DEN,ABQ,349,15
WN,DEN,ALB,1610,17
WN,DEN,AMA,359,11
WN,DEN,ATL,1199,13
WN,DEN,AUS,775,12
WN,DEN,BDL,1671,17
WN,DEN,BHM,1083,18
WN,DEN,BLI,1075,12
WN,DEN,BNA,1014,13
WN,DEN,BOI,649,14
WN,DEN,BOS,1754,13
WN,DEN,BUF,1359,18
WN,DEN,BUR,850,13
WN,DEN,BWI,1491,11
WN,DEN,BZN,524,14
WN,DEN,CHS,1449,14
WN,DEN,CLE,1201,15
WN,DEN,CLT,1337,17
WN,DEN,CMH,1154,14
WN,DEN,COS,73,15
WN,DEN,CVG,1069,13
WN,DEN,DAL,651,13
WN,DEN,DSM,589,17
WN,DEN,DTW,1123,15
WN,DEN,ECP,1250,12
WN,DEN,ELP,563,16
WN,DEN,EUG,996,20
WN,DEN,FAT,844,11
WN,DEN,FLL,1703,14
WN,DEN,GEG,836,14
WN,DEN,GRR,1015,11
WN,DEN,GSP,1278,13
WN,DEN,HDN,141,11
WN,DEN,HOU,883,13
WN,DEN,IAD,1452,12
WN,DEN,IAH,862,12
WN,DEN,ICT,420,16
WN,DEN,IND,977,13
WN,DEN,JAX,1447,14
WN,DEN,LAS,628,14
WN,DEN,LAX,862,14
WN,DEN,LBB,456,14
WN,DEN,LGA,1620,11
WN,DEN,LGB,854,13
WN,DEN,LIT,771,12
WN,DEN,MAF,563,12
WN,DEN,MCI,533,13
WN,DEN,MCO,1546,12
WN,DEN,MDW,895,13
WN,DEN,MEM,872,15
WN,DEN,MIA,1709,13
WN,DEN,MKE,896,13
WN,DEN,MSP,680,13
WN,DEN,MSY,1062,14
WN,DEN,MTJ,196,11
WN,DEN,MYR,1485,11
WN,DEN,OAK,957,14
WN,DEN,OKC,495,14
WN,DEN,OMA,472,14
WN,DEN,ONT,819,14
WN,DEN,ORD,888,12
WN,DEN,ORF,1553,14
WN,DEN,PDX,991,14
WN,DEN,PHL,1558,13
WN,DEN,PHX,602,13
WN,DEN,PIT,1290,15
WN,DEN,PNS,1179,12
WN,DEN,PSP,776,14
WN,DEN,PVD,1737,13
WN,DEN,RDU,1436,15
WN,DEN,RIC,1482,14
WN,DEN,RNO,804,15
WN,DEN,RSW,1607,13
WN,DEN,SAN,853,13
WN,DEN,SAT,794,14
WN,DEN,SAV,1414,11
WN,DEN,SBA,916,18
WN,DEN,SDF,1024,15
WN,DEN,SEA,1024,15
WN,DEN,SFO,967,14
WN,DEN,SJC,948,14
WN,DEN,SLC,391,13
WN,DEN,SMF,909,13
WN,DEN,SNA,846,14
WN,DEN,SRQ,1531,12
WN,DEN,STL,770,13
WN,DEN,TPA,1506,13
WN,DEN,TUL,541,15
WN,DEN,TUS,639,15
WN,DSM,DEN,589,8
WN,DSM,LAS,1216,12
WN,DSM,PHX,1150,12
WN,DSM,STL,259,6
WN,DTW,AUS,1149,10
WN,DTW,BNA,456,13
WN,DTW,BWI,409,11
WN,DTW,DAL,981,10
WN,DTW,DEN,1123,11
WN,DTW,HOU,1092,15
WN,DTW,LAS,1749,13
WN,DTW,MCO,957,15
WN,DTW,MDW,228,12
WN,DTW,PHX,1671,13
WN,DTW,STL,440,12
WN,DTW,TPA,983,11
WN,ECP,AUS,710,12
WN,ECP,BNA,401,12
WN,ECP,BWI,798,16
WN,ECP,DAL,674,12
WN,ECP,DEN,1250,14
WN,ECP,HOU,570,11
WN,ECP,IND,646,14
WN,ECP,MCI,797,12
WN,ECP,MDW,795,13
WN,ECP,STL,634,13
WN,ELP,AUS,528,11
WN,ELP,DAL,562,11
WN,ELP,DEN,563,11
WN,ELP,HOU,677,11
WN,ELP,LAS,583,12
WN,ELP,LAX,715,16
WN,ELP,LGB,699,13
WN,ELP,MCO,1516,13
WN,ELP,MDW,1237,11
WN,ELP,PHX,347,12
WN,ELP,SAN,636,13
WN,ELP,SAT,496,14
WN,EUG,BUR,732,15
WN,EUG,DEN,996,7
WN,EUG,IND,1911,12
WN,EUG,LAS,700,13
WN,EUG,OAK,445,6
WN,EUG,SJC,471,15
WN,EUG,SMF,384,12
WN,FAT,DAL,1325,12
WN,FAT,DEN,844,13
WN,FAT,LAS,259,11
WN,FLL,ALB,1204,10
WN,FLL,ATL,581,11
WN,FLL,AUS,1105,12
WN,FLL,BDL,1173,10
WN,FLL,BNA,793,13
WN,FLL,BUF,1166,16
WN,FLL,BWI,925,12
WN,FLL,CMH,973,15
WN,FLL,DAL,1108,13
WN,FLL,DCA,899,19
WN,FLL,DEN,1703,10
WN,FLL,HOU,957,10
WN,FLL,IND,1005,16
WN,FLL,ISP,1092,15
WN,FLL,LAS,2173,15
WN,FLL,MCI,1242,14
WN,FLL,MCO,177,9
WN,FLL,MDW,1167,12
WN,FLL,MKE,1243,16
WN,FLL,MSP,1487,13
WN,FLL,MSY,674,14
WN,FLL,OMA,1383,13
WN,FLL,ORD,1182,18
WN,FLL,PHL,992,18
WN,FLL,PHX,1972,15
WN,FLL,PIT,994,15
WN,FLL,PVD,1188,14
WN,FLL,RDU,680,16
WN,FLL,SAT,1145,16
WN,FLL,SDF,895,16
WN,FLL,SJU,1046,17
WN,FLL,STL,1057,11
WN,FLL,TPA,197,12
WN,GEG,DAL,1486,11
WN,GEG,DEN,836,11
WN,GEG,LAS,806,12
WN,GEG,OAK,723,6
WN,GEG,PHX,1020,12
WN,GEG,SJC,742,12
WN,GEG,SMF,649,12
WN,GRR,BNA,470,14
WN,GRR,BWI,528,14
WN,GRR,DEN,1015,16
WN,GRR,LAS,1642,12
WN,GRR,MCO,1024,13
WN,GRR,MDW,137,12
WN,GRR,RSW,1147,11
WN,GRR,TPA,1041,15
WN,GSP,ATL,153,13
WN,GSP,BNA,265,10
WN,GSP,BWI,426,13
WN,GSP,DEN,1278,16
WN,GSP,HOU,845,14
WN,HDN,BNA,1153,11
WN,HDN,DAL,779,14
WN,HDN,DEN,141,12
WN,HNL,ITO,216,13
WN,HNL,KOA,163,13
WN,HNL,LAS,2762,8
WN,HNL,LAX,2556,12
WN,HNL,LGB,2569,12
WN,HNL,LIH,102,13
WN,HNL,OAK,2409,10
WN,HNL,OGG,100,15
WN,HNL,PHX,2917,8
WN,HNL,SAN,2614,9
WN,HNL,SJC,2417,9
WN,HNL,SMF,2462,12
WN,HOU,ABQ,759,14
WN,HOU,AMA,537,14
WN,HOU,ATL,696,13
WN,HOU,AUS,148,14
WN,HOU,BHM,570,15
WN,HOU,BNA,670,13
WN,HOU,BUF,1297,12
WN,HOU,BUR,1389,9
WN,HOU,BWI,1246,12
WN,HOU,CHS,928,15
WN,HOU,CLT,920,15
WN,HOU,CMH,1000,15
WN,HOU,COS,829,13
WN,HOU,CRP,187,16
WN,HOU,DAL,239,14
WN,HOU,DCA,1218,10
WN,HOU,DEN,883,13
WN,HOU,DTW,1092,10
WN,HOU,ECP,570,13
WN,HOU,ELP,677,14
WN,HOU,FLL,957,14
WN,HOU,GSP,845,11
WN,HOU,HRL,277,15
WN,HOU,IND,861,14
WN,HOU,JAN,359,16
WN,HOU,JAX,816,14
WN,HOU,LAS,1235,13
WN,HOU,LAX,1390,13
WN,HOU,LBB,475,9
WN,HOU,LGA,1428,12
WN,HOU,LGB,1374,9
WN,HOU,LIT,393,16
WN,HOU,MAF,441,14
WN,HOU,MCI,666,15
WN,HOU,MCO,849,12
WN,HOU,MDW,937,13
WN,HOU,MEM,484,16
WN,HOU,MIA,955,14
WN,HOU,MSY,302,14
WN,HOU,OAK,1642,14
WN,HOU,OKC,419,15
WN,HOU,OMA,804,13
WN,HOU,ONT,1345,13
WN,HOU,PHL,1335,13
WN,HOU,PHX,1020,14
WN,HOU,PIT,1131,14
WN,HOU,PNS,488,14
WN,HOU,RDU,1050,14
WN,HOU,RSW,852,15
WN,HOU,SAN,1313,13
WN,HOU,SAT,192,14
WN,HOU,SAV,853,14
WN,HOU,SDF,803,14
WN,HOU,SJC,1621,12
WN,HOU,SJU,1997,11
WN,HOU,SLC,1214,9
WN,HOU,SMF,1624,14
WN,HOU,SRQ,789,18
WN,HOU,STL,687,13
WN,HOU,TPA,781,11
WN,HOU,TUL,453,15
WN,HOU,TUS,945,15
WN,HOU,VPS,527,15
WN,HRL,AUS,273,12
WN,HRL,DAL,458,12
WN,HRL,HOU,277,11
WN,IAD,ATL,534,17
WN,IAD,DEN,1452,14
WN,IAD,MDW,577,8
WN,IAD,PHX,1956,16
WN,IAH,BNA,657,11
WN,IAH,DAL,216,14
WN,IAH,DEN,862,12
WN,IAH,LAS,1222,13
WN,IAH,MCO,854,14
WN,IAH,MDW,917,13
WN,ICT,DEN,420,8
WN,ICT,LAS,986,12
WN,ICT,PHX,870,13
WN,ICT,STL,392,6
WN,IND,ATL,432,13
WN,IND,AUS,919,11
WN,IND,BUF,452,12
WN,IND,BWI,516,12
WN,IND,DAL,755,12
WN,IND,DEN,977,13
WN,IND,ECP,646,13
WN,IND,EUG,1911,13
WN,IND,FLL,1005,11
WN,IND,HOU,861,10
WN,IND,LAS,1590,12
WN,IND,MCI,451,12
WN,IND,MCO,829,12
WN,IND,MIA,1020,8
WN,IND,PDX,1877,12
WN,IND,PHX,1488,13
WN,IND,RSW,945,13
WN,IND,SAN,1782,13
WN,IND,SRQ,876,13
WN,IND,TPA,837,12
WN,ISP,BWI,220,11
WN,ISP,FLL,1092,10
WN,ISP,MCO,971,12
WN,ISP,MIA,1113,10
WN,ISP,PBI,1052,11
WN,ISP,TPA,1034,12
WN,ITO,HNL,216,13
WN,JAN,ATL,341,14
WN,JAN,BWI,888,12
WN,JAN,HOU,359,12
WN,JAN,MCO,588,11
WN,JAX,ATL,270,12
WN,JAX,BNA,483,12
WN,JAX,BWI,663,12
WN,JAX,DAL,907,12
WN,JAX,DEN,1447,12
WN,JAX,HOU,816,13
WN,JAX,MDW,849,14
WN,JAX,STL,753,13
WN,KOA,HNL,163,12
WN,KOA,LAS,2717,7
WN,KOA,LAX,2504,12
WN,KOA,OAK,2378,9
WN,KOA,OGG,84,16
WN,KOA,SJC,2384,9
WN,LAS,ABQ,486,14
WN,LAS,ALB,2237,9
WN,LAS,AMA,758,10
WN,LAS,ATL,1747,14
WN,LAS,AUS,1090,11
WN,LAS,BHM,1618,10
WN,LAS,BLI,954,16
WN,LAS,BNA,1587,12
WN,LAS,BOI,519,15
WN,LAS,BUF,1986,11
WN,LAS,BUR,223,13
WN,LAS,BWI,2106,12
WN,LAS,BZN,701,12
WN,LAS,CLE,1824,12
WN,LAS,CMH,1771,13
WN,LAS,COS,604,15
WN,LAS,DAL,1067,12
WN,LAS,DEN,628,13
WN,LAS,DSM,1216,11
WN,LAS,DTW,1749,11
WN,LAS,ELP,583,15
WN,LAS,EUG,700,14
WN,LAS,FAT,259,14
WN,LAS,FLL,2173,8
WN,LAS,GEG,806,13
WN,LAS,GRR,1642,11
WN,LAS,HNL,2762,9
WN,LAS,HOU,1235,12
WN,LAS,IAH,1222,12
WN,LAS,ICT,986,12
WN,LAS,IND,1590,13
WN,LAS,KOA,2717,11
WN,LAS,LAX,236,13
WN,LAS,LBB,775,11
WN,LAS,LGB,231,13
WN,LAS,LIH,2818,10
WN,LAS,LIT,1294,12
WN,LAS,MAF,795,10
WN,LAS,MCI,1139,13
WN,LAS,MCO,2039,15
WN,LAS,MDW,1521,12
WN,LAS,MEM,1416,13
WN,LAS,MKE,1524,13
WN,LAS,MSP,1299,13
WN,LAS,MSY,1500,14
WN,LAS,OAK,407,14
WN,LAS,OGG,2695,10
WN,LAS,OKC,986,14
WN,LAS,OMA,1099,13
WN,LAS,ONT,197,14
WN,LAS,ORD,1514,10
WN,LAS,PDX,763,15
WN,LAS,PHX,255,13
WN,LAS,PIT,1910,14
WN,LAS,PSP,173,15
WN,LAS,RDU,2026,13
WN,LAS,RNO,345,14
WN,LAS,ROC,2040,9
WN,LAS,SAN,258,13
WN,LAS,SAT,1069,13
WN,LAS,SBA,289,15
WN,LAS,SDF,1624,12
WN,LAS,SEA,867,15
WN,LAS,SFO,414,15
WN,LAS,SJC,386,13
WN,LAS,SLC,368,14
WN,LAS,SMF,397,13
WN,LAS,SNA,226,14
WN,LAS,STL,1371,13
WN,LAS,TPA,1984,15
WN,LAS,TUL,1076,14
WN,LAS,TUS,365,15
WN,LAX,ABQ,677,12
WN,LAX,ATL,1947,6
WN,LAX,AUS,1242,10
WN,LAX,BNA,1797,8
WN,LAX,BUF,2218,12
WN,LAX,BWI,2329,12
WN,LAX,DAL,1246,11
WN,LAX,DEN,862,12
WN,LAX,ELP,715,11
WN,LAX,HNL,2556,8
WN,LAX,HOU,1390,13
WN,LAX,KOA,2504,14
WN,LAX,LAS,236,13
WN,LAX,LIH,2615,9
WN,LAX,MCI,1363,8
WN,LAX,MDW,1750,11
WN,LAX,MSY,1670,9
WN,LAX,OAK,337,13
WN,LAX,OGG,2486,9
WN,LAX,OMA,1330,13
WN,LAX,PHX,370,13
WN,LAX,RNO,391,15
WN,LAX,SAT,1211,10
WN,LAX,SFO,337,12
WN,LAX,SJC,308,12
WN,LAX,SLC,590,8
WN,LAX,SMF,373,13
WN,LAX,STL,1592,11
WN,LAX,TUS,451,12
WN,LBB,AUS,341,7
WN,LBB,DAL,293,13
WN,LBB,DEN,456,13
WN,LBB,HOU,475,13
WN,LBB,LAS,775,17
WN,LGA,ATL,762,12
WN,LGA,BNA,764,14
WN,LGA,DAL,1381,13
WN,LGA,DEN,1620,14
WN,LGA,HOU,1428,13
WN,LGA,MCI,1107,12
WN,LGA,MDW,725,14
WN,LGA,MSY,1183,14
WN,LGA,STL,888,13
WN,LGA,TPA,1010,16
WN,LGB,ABQ,664,12
WN,LGB,AUS,1226,9
WN,LGB,BNA,1785,9
WN,LGB,BOI,680,14
WN,LGB,COS,825,11
WN,LGB,DAL,1232,10
WN,LGB,DEN,854,11
WN,LGB,ELP,699,11
WN,LGB,HNL,2569,8
WN,LGB,HOU,1374,10
WN,LGB,LAS,231,13
WN,LGB,MCI,1353,12
WN,LGB,MCO,2203,12
WN,LGB,MDW,1741,11
WN,LGB,MSY,1655,11
WN,LGB,OAK,353,13
WN,LGB,OGG,2498,12
WN,LGB,PDX,846,16
WN,LGB,PHX,355,13
WN,LGB,RNO,402,14
WN,LGB,SJC,324,13
WN,LGB,SLC,588,14
WN,LGB,SMF,387,13
WN,LGB,STL,1581,11
WN,LIH,HNL,102,13
WN,LIH,LAS,2818,7
WN,LIH,LAX,2615,13
WN,LIH,OAK,2457,8
WN,LIH,OGG,201,16
WN,LIH,SJC,2466,14
WN,LIT,ATL,453,14
WN,LIT,DAL,296,12
WN,LIT,DEN,771,12
WN,LIT,HOU,393,13
WN,LIT,LAS,1294,12
WN,LIT,PHX,1136,14
WN,LIT,STL,296,6
WN,MAF,AUS,294,13
WN,MAF,DAL,319,12
WN,MAF,DEN,563,14
WN,MAF,HOU,441,12
WN,MAF,LAS,795,16
WN,MCI,ABQ,718,11
WN,MCI,ATL,692,12
WN,MCI,AUS,650,12
WN,MCI,BNA,491,12
WN,MCI,BUF,870,9
WN,MCI,BUR,1354,14
WN,MCI,BWI,967,12
WN,MCI,CMH,632,16
WN,MCI,DAL,461,12
WN,MCI,DCA,949,12
WN,MCI,DEN,533,13
WN,MCI,ECP,797,13
WN,MCI,FLL,1242,14
WN,MCI,HOU,666,12
WN,MCI,IND,451,15
WN,MCI,LAS,1139,13
WN,MCI,LAX,1363,15
WN,MCI,LGA,1107,10
WN,MCI,LGB,1353,12
WN,MCI,MCO,1072,11
WN,MCI,MDW,405,13
WN,MCI,MIA,1251,10
WN,MCI,MKE,436,14
WN,MCI,MSP,393,14
WN,MCI,MSY,689,14
WN,MCI,MYR,959,10
WN,MCI,OAK,1489,15
WN,MCI,PDX,1482,16
WN,MCI,PHX,1044,14
WN,MCI,PNS,743,11
WN,MCI,RDU,904,15
WN,MCI,RSW,1155,12
WN,MCI,SAN,1334,12
WN,MCI,SAT,706,14
WN,MCI,SEA,1489,15
WN,MCI,SMF,1442,13
WN,MCI,SRQ,1078,14
WN,MCI,STL,237,11
WN,MCI,TPA,1048,14
WN,MCI,VPS,764,13
WN,MCO,ABQ,1553,15
WN,MCO,ALB,1073,12
WN,MCO,ATL,404,13
WN,MCO,AUS,994,13
WN,MCO,BDL,1050,10
WN,MCO,BHM,479,14
WN,MCO,BNA,616,13
WN,MCO,BUF,1011,13
WN,MCO,BWI,787,13
WN,MCO,CLE,895,15
WN,MCO,CMH,802,15
WN,MCO,CVG,757,12
WN,MCO,DAL,973,14
WN,MCO,DCA,759,14
WN,MCO,DEN,1546,13
WN,MCO,DTW,957,13
WN,MCO,ELP,1516,14
WN,MCO,FLL,177,18
WN,MCO,GRR,1024,10
WN,MCO,HOU,849,13
WN,MCO,IAH,854,13
WN,MCO,IND,829,14
WN,MCO,ISP,971,13
WN,MCO,JAN,588,16
WN,MCO,LAS,2039,9
WN,MCO,LGB,2203,15
WN,MCO,MCI,1072,14
WN,MCO,MDW,990,13
WN,MCO,MEM,684,15
WN,MCO,MHT,1142,10
WN,MCO,MKE,1066,14
WN,MCO,MSP,1310,11
WN,MCO,MSY,551,14
WN,MCO,OKC,1069,15
WN,MCO,OMA,1211,12
WN,MCO,ORD,1005,12
WN,MCO,ORF,655,9
WN,MCO,PHL,861,15
WN,MCO,PHX,1849,10
