Airline,Origin,Dest,typical_distance,typical_hour
DL,BNA,LGA,764,9
DL,BNA,MKE,475,11
DL,BNA,MSP,695,10
DL,BNA,SEA,1978,7
DL,BNA,SLC,1404,13
DL,BOI,ATL,1838,14
DL,BOI,MSP,1142,10
DL,BOI,SEA,399,19
DL,BOI,SLC,290,13
DL,BOS,ATL,946,12
DL,BOS,AUS,1698,8
DL,BOS,BNA,942,8
DL,BOS,BZN,1991,10
DL,BOS,CHS,818,11
DL,BOS,DCA,399,13
DL,BOS,DEN,1754,7
DL,BOS,DFW,1562,14
DL,BOS,DTW,632,12
DL,BOS,FLL,1237,11
DL,BOS,HNL,5095,10
DL,BOS,JAX,1010,9
DL,BOS,JFK,187,6
DL,BOS,LAS,2381,7
DL,BOS,LAX,2611,12
DL,BOS,LGA,184,8
DL,BOS,MCI,1256,7
DL,BOS,MCO,1121,12
DL,BOS,MIA,1258,7
DL,BOS,MKE,860,9
DL,BOS,MSP,1124,11
DL,BOS,MSY,1368,11
DL,BOS,MYR,738,10
DL,BOS,ORD,867,14
DL,BOS,ORF,468,11
DL,BOS,PBI,1197,7
DL,BOS,PHX,2300,18
DL,BOS,RDU,612,13
DL,BOS,RSW,1249,7
DL,BOS,SAN,2588,17
DL,BOS,SAT,1764,9
DL,BOS,SAV,901,9
DL,BOS,SDF,829,7
DL,BOS,SEA,2496,11
DL,BOS,SFO,2704,16
DL,BOS,SJU,1674,8
DL,BOS,SLC,2105,9
DL,BOS,TPA,1185,12
DL,BTR,ATL,448,12
DL,BTR,LAS,1436,14
DL,BTV,ATL,961,6
DL,BTV,DTW,537,17
DL,BTV,MSP,987,11
DL,BUF,ATL,712,12
DL,BUF,DTW,241,6
DL,BUF,JFK,301,5
DL,BUF,LGA,292,7
DL,BUF,MCI,870,11
DL,BUF,MSP,735,19
DL,BUF,SEA,2122,10
DL,BUR,ATL,1941,10
DL,BUR,SLC,574,13
DL,BWI,ATL,577,12
DL,BWI,DTW,409,12
DL,BWI,MCI,967,12
DL,BWI,MSP,936,11
DL,BWI,SLC,1865,7
DL,BZN,ATL,1640,14
DL,BZN,BOS,1991,13
DL,BZN,JFK,1902,14
DL,BZN,MSP,874,11
DL,BZN,SLC,347,6
DL,CAE,ATL,192,11
DL,CHA,ATL,106,10
DL,CHO,ATL,457,6
DL,CHS,ATL,259,12
DL,CHS,BOS,818,15
DL,CHS,DTW,667,12
DL,CHS,LGA,641,11
DL,CHS,MSP,1087,13
DL,CID,ATL,694,6
DL,CID,LAX,1550,12
DL,CID,MSP,220,15
DL,CID,SEA,1545,11
DL,CLE,ATL,554,11
DL,CLE,DTW,95,6
DL,CLE,MSP,622,11
DL,CLE,SLC,1565,7
DL,CLT,ATL,226,11
DL,CLT,DTW,500,12
DL,CLT,MSP,930,12
DL,CLT,SLC,1727,18
DL,CMH,ATL,447,11
DL,CMH,DTW,155,6
DL,CMH,LAX,1995,10
DL,CMH,LGA,479,14
DL,CMH,MSP,626,10
DL,CMH,PDX,2034,12
DL,CMH,SLC,1528,8
DL,COS,ATL,1184,6
DL,COS,MSP,725,11
DL,CVG,ATL,373,12
DL,CVG,DEN,1069,8
DL,CVG,DFW,812,12
DL,CVG,DTW,229,6
DL,CVG,FLL,932,7
DL,CVG,LAS,1678,7
DL,CVG,LAX,1900,6
DL,CVG,MCO,757,8
DL,CVG,MSP,596,10
DL,CVG,RSW,879,14
DL,CVG,SEA,1965,18
DL,CVG,SLC,1450,8
DL,CVG,TPA,773,15
DL,DAB,ATL,366,11
DL,DAB,DTW,908,12
DL,DAB,LGA,897,16
DL,DAL,ATL,721,11
DL,DAL,LAX,1246,7
DL,DAY,ATL,432,12
DL,DCA,ATL,547,12
DL,DCA,BOS,399,13
DL,DCA,DTW,405,12
DL,DCA,LAX,2311,17
DL,DCA,MCO,759,14
DL,DCA,MIA,919,14
DL,DCA,MSP,931,11
DL,DCA,SLC,1851,17
DL,DEN,ATL,1199,10
DL,DEN,BOS,1754,11
DL,DEN,CVG,1069,9
DL,DEN,DTW,1123,10
DL,DEN,JFK,1626,12
DL,DEN,LAX,862,13
DL,DEN,LGA,1620,11
DL,DEN,MSP,680,11
DL,DEN,SEA,1024,12
DL,DEN,SLC,391,12
DL,DFW,ATL,731,11
DL,DFW,BOS,1562,12
DL,DFW,CVG,812,12
DL,DFW,DTW,986,11
DL,DFW,JFK,1391,8
DL,DFW,LAX,1235,7
DL,DFW,LGA,1389,12
DL,DFW,MSO,1320,11
DL,DFW,MSP,852,12
DL,DFW,SEA,1660,12
DL,DFW,SLC,989,12
DL,DLH,MSP,144,5
DL,DSM,ATL,743,11
DL,DSM,DTW,533,17
DL,DSM,LAX,1447,13
DL,DTW,AGS,615,8
DL,DTW,ALB,489,21
DL,DTW,ANC,2986,18
DL,DTW,ATL,594,12
DL,DTW,AUS,1149,13
DL,DTW,BDL,549,14
DL,DTW,BHM,625,12
DL,DTW,BNA,456,15
DL,DTW,BOS,632,14
DL,DTW,BTV,537,14
DL,DTW,BUF,241,21
DL,DTW,BWI,409,15
DL,DTW,CHS,667,10
DL,DTW,CLE,95,21
DL,DTW,CLT,500,13
DL,DTW,CMH,155,21
DL,DTW,CVG,229,21
DL,DTW,DAB,908,8
DL,DTW,DCA,405,15
DL,DTW,DEN,1123,12
DL,DTW,DFW,986,13
DL,DTW,DSM,533,11
DL,DTW,EWR,488,14
DL,DTW,FLL,1127,12
DL,DTW,GRR,120,21
DL,DTW,GSP,508,21
DL,DTW,HNL,4475,10
DL,DTW,HOU,1092,12
DL,DTW,IAD,383,21
DL,DTW,IAH,1075,12
DL,DTW,IND,231,22
DL,DTW,JAX,813,8
DL,DTW,JFK,509,21
DL,DTW,LAS,1749,16
DL,DTW,LAX,1979,15
DL,DTW,LGA,502,14
DL,DTW,MCI,629,15
DL,DTW,MCO,957,12
DL,DTW,MDT,371,8
DL,DTW,MEM,610,20
DL,DTW,MIA,1145,12
DL,DTW,MKE,237,12
DL,DTW,MSN,311,20
DL,DTW,MSP,528,12
DL,DTW,MSY,926,8
DL,DTW,MYR,636,8
DL,DTW,ORD,235,16
DL,DTW,ORF,529,10
DL,DTW,PBI,1086,10
DL,DTW,PDX,1953,8
DL,DTW,PHL,453,15
DL,DTW,PHX,1671,14
DL,DTW,PIT,201,21
DL,DTW,PVD,615,21
DL,DTW,PWM,668,21
DL,DTW,RDU,501,15
DL,DTW,RIC,456,21
DL,DTW,ROC,296,21
DL,DTW,RSW,1084,12
DL,DTW,SAN,1956,12
DL,DTW,SAT,1214,12
DL,DTW,SAV,705,10
DL,DTW,SEA,1927,12
DL,DTW,SFO,2079,13
DL,DTW,SJU,1930,9
DL,DTW,SLC,1481,12
DL,DTW,SMF,2013,20
DL,DTW,SNA,1960,8
DL,DTW,SRQ,1022,10
DL,DTW,STL,440,16
DL,DTW,SYR,374,21
DL,DTW,TPA,983,12
DL,DTW,TVC,207,22
DL,ECP,ATL,240,11
DL,EGE,ATL,1312,13
DL,ELP,ATL,1282,13
DL,EVV,ATL,350,16
DL,EWR,ATL,746,12
DL,EWR,DTW,488,13
DL,EWR,MSP,1008,12
DL,EWR,SLC,1969,7
DL,EYW,ATL,646,13
DL,EYW,BNA,849,13
DL,FAI,MSP,2466,22
DL,FAI,SEA,1533,1
DL,FAR,MSP,223,5
DL,FAT,ATL,1997,22
DL,FAY,ATL,331,6
DL,FCA,MSP,1026,13
DL,FCA,SLC,531,5
DL,FLL,ATL,581,12
DL,FLL,AUS,1105,15
DL,FLL,BOS,1237,12
DL,FLL,CVG,932,11
DL,FLL,DTW,1127,13
DL,FLL,JFK,1069,11
DL,FLL,LAS,2173,9
DL,FLL,LAX,2343,7
DL,FLL,LGA,1076,15
DL,FLL,MSP,1487,14
DL,FLL,RDU,680,15
DL,FLL,SEA,2717,18
DL,FLL,SLC,2084,7
DL,FSD,ATL,954,5
DL,FSD,MSP,196,5
DL,GEG,ATL,1969,12
DL,GEG,MSP,1175,12
DL,GEG,SEA,224,5
DL,GEG,SLC,546,13
DL,GNV,ATL,300,11
DL,GPT,ATL,352,10
DL,GRB,ATL,774,5
DL,GRB,MSP,252,18
DL,GRB,SEA,1646,13
DL,GRB,SJC,1822,11
DL,GRR,ATL,640,12
DL,GRR,DTW,120,6
DL,GRR,MSP,408,11
DL,GSO,ATL,306,12
DL,GSP,ATL,153,11
DL,GSP,DTW,508,6
DL,HDN,ATL,1340,14
DL,HDN,MSP,774,15
DL,HNL,ATL,4502,15
DL,HNL,BOS,5095,17
DL,HNL,DTW,4475,15
DL,HNL,JFK,4983,17
DL,HNL,LAX,2556,12
DL,HNL,MSP,3972,17
DL,HNL,SEA,2677,14
DL,HNL,SLC,2994,21
DL,HOU,ATL,696,13
DL,HOU,DTW,1092,14
DL,HPN,ATL,780,12
DL,HPN,MCO,972,7
DL,HPN,PBI,1056,15
DL,HRL,MSP,1310,15
DL,HSV,ATL,151,11
DL,IAD,ATL,534,12
DL,IAD,DTW,383,6
DL,IAD,SEA,2306,17
DL,IAD,SLC,1828,7
DL,IAH,ATL,689,12
DL,IAH,DTW,1075,13
DL,IAH,LAX,1379,6
DL,IAH,LGA,1416,12
DL,IAH,MSP,1034,13
DL,IAH,SEA,1874,14
DL,IAH,SLC,1195,11
DL,ICT,ATL,782,11
DL,ICT,MSP,545,11
DL,IDA,SLC,188,6
DL,ILM,ATL,377,11
DL,ILM,MSP,1094,15
DL,IND,ATL,432,11
DL,IND,DTW,231,6
DL,IND,LAX,1814,7
DL,IND,MSP,503,11
DL,IND,PDX,1877,12
DL,IND,SLC,1355,8
DL,JAC,ATL,1572,8
DL,JAC,MSP,872,15
DL,JAC,SLC,205,13
DL,JAN,ATL,341,11
DL,JAX,ATL,270,11
DL,JAX,BOS,1010,12
DL,JAX,DTW,813,11
DL,JAX,JFK,828,17
DL,JAX,LGA,833,12
DL,JAX,MKE,925,14
DL,JAX,MSP,1174,17
DL,JFK,ABQ,1826,10
DL,JFK,ATL,760,12
DL,JFK,AUS,1521,13
DL,JFK,BOS,187,21
DL,JFK,BUF,301,22
DL,JFK,BZN,1902,9
DL,JFK,DEN,1626,15
DL,JFK,DFW,1391,17
DL,JFK,DTW,509,17
DL,JFK,FLL,1069,14
DL,JFK,HNL,4983,10
DL,JFK,JAX,828,13
DL,JFK,LAS,2248,16
DL,JFK,LAX,2475,13
DL,JFK,MCO,944,11
DL,JFK,MIA,1089,11
DL,JFK,MSP,1029,12
DL,JFK,MSY,1182,14
DL,JFK,ORD,740,13
DL,JFK,PBI,1028,13
DL,JFK,PDX,2454,19
DL,JFK,PHX,2153,16
DL,JFK,PSP,2378,9
DL,JFK,RSW,1074,7
DL,JFK,SAN,2446,16
DL,JFK,SAT,1587,8
DL,JFK,SEA,2422,15
DL,JFK,SFO,2586,14
DL,JFK,SJU,1598,12
DL,JFK,SLC,1990,15
DL,JFK,STT,1623,8
DL,JFK,TPA,1005,15
DL,JNU,SEA,909,7
DL,KOA,LAX,2504,20
DL,KOA,SEA,2688,21
DL,LAS,ATL,1747,12
DL,LAS,AUS,1090,17
DL,LAS,BOS,2381,12
DL,LAS,BTR,1436,13
DL,LAS,CVG,1678,23
DL,LAS,DTW,1749,12
DL,LAS,FLL,2173,9
DL,LAS,JFK,2248,11
DL,LAS,LAX,236,13
DL,LAS,LGA,2242,14
DL,LAS,MCI,1139,13
DL,LAS,MCO,2039,10
DL,LAS,MSP,1299,11
DL,LAS,MSY,1500,12
DL,LAS,RDU,2026,22
DL,LAS,SEA,867,13
DL,LAS,SFO,414,14
DL,LAS,SJC,386,14
DL,LAS,SLC,368,13
DL,LAX,ATL,1947,13
DL,LAX,AUS,1242,11
DL,LAX,BHM,1815,12
DL,LAX,BNA,1797,12
DL,LAX,BOS,2611,13
DL,LAX,CID,1550,9
DL,LAX,CVG,1900,21
DL,LAX,DAL,1246,7
DL,LAX,DCA,2311,8
DL,LAX,DEN,862,15
DL,LAX,DFW,1235,9
DL,LAX,DSM,1447,10
DL,LAX,DTW,1979,11
DL,LAX,FLL,2343,22
DL,LAX,HNL,2556,14
DL,LAX,IAH,1379,9
DL,LAX,IND,1814,23
DL,LAX,JFK,2475,12
DL,LAX,KOA,2504,15
DL,LAX,LAS,236,15
DL,LAX,LGA,2469,11
DL,LAX,LIH,2615,14
DL,LAX,MCI,1363,9
DL,LAX,MCO,2218,10
DL,LAX,MEM,1619,17
DL,LAX,MIA,2342,9
DL,LAX,MKE,1756,13
DL,LAX,MSN,1687,10
DL,LAX,MSP,1535,12
DL,LAX,MSY,1670,12
DL,LAX,OGG,2486,14
DL,LAX,PDX,834,13
DL,LAX,RDU,2239,11
DL,LAX,SAT,1211,9
DL,LAX,SDF,1843,9
DL,LAX,SEA,954,13
DL,LAX,SFO,337,13
DL,LAX,SLC,590,11
DL,LAX,TPA,2158,10
DL,LEX,ATL,304,10
DL,LEX,AUS,922,12
DL,LGA,ATL,762,12
DL,LGA,BNA,764,7
DL,LGA,BOS,184,17
DL,LGA,BUF,292,20
DL,LGA,CHS,641,15
DL,LGA,CMH,479,10
DL,LGA,DAB,897,12
DL,LGA,DEN,1620,13
DL,LGA,DFW,1389,12
DL,LGA,DTW,502,12
DL,LGA,FLL,1076,12
DL,LGA,IAH,1416,12
DL,LGA,JAX,833,8
DL,LGA,LAS,2242,11
DL,LGA,LAX,2469,7
DL,LGA,MCI,1107,13
DL,LGA,MCO,950,14
DL,LGA,MEM,963,13
DL,LGA,MIA,1096,12
DL,LGA,MSN,812,8
DL,LGA,MSP,1020,11
DL,LGA,MSY,1183,11
DL,LGA,MYR,563,9
DL,LGA,OMA,1148,18
DL,LGA,ORD,733,14
DL,LGA,PBI,1035,11
DL,LGA,PHX,2149,10
DL,LGA,RDU,431,8
DL,LGA,RSW,1080,8
DL,LGA,SLC,1983,6
DL,LGA,SRQ,1047,11
DL,LGA,TPA,1010,14
DL,LGA,TVC,655,7
DL,LGB,SLC,588,13
DL,LIH,LAX,2615,21
DL,LIH,SEA,2701,21
DL,LIT,ATL,453,11
DL,MCI,ATL,692,11
DL,MCI,BOS,1256,11
DL,MCI,BUF,870,10
DL,MCI,BWI,967,12
DL,MCI,DTW,629,11
DL,MCI,LAS,1139,14
DL,MCI,LAX,1363,15
DL,MCI,LGA,1107,12
DL,MCI,MSP,393,10
DL,MCI,SEA,1489,6
DL,MCI,SJC,1479,12
DL,MCI,SLC,920,14
DL,MCO,AGS,343,10
DL,MCO,ATL,404,12
DL,MCO,AUS,994,12
DL,MCO,BOS,1121,11
DL,MCO,CVG,757,11
DL,MCO,DCA,759,10
DL,MCO,DTW,957,14
DL,MCO,HPN,972,11
DL,MCO,JFK,944,11
DL,MCO,LAS,2039,10
DL,MCO,LAX,2218,10
DL,MCO,LGA,950,13
DL,MCO,MIA,192,11
DL,MCO,MSP,1310,14
DL,MCO,RDU,534,14
DL,MCO,SEA,2554,9
DL,MCO,SLC,1931,13
DL,MDT,ATL,620,12
DL,MDT,DTW,371,18
DL,MDT,SEA,2297,11
DL,MDW,ATL,591,12
DL,MEM,ATL,332,11
DL,MEM,DTW,610,6
DL,MEM,LAX,1619,18
DL,MEM,LGA,963,16
DL,MEM,MSP,700,6
DL,MEM,SLC,1262,7
DL,MIA,ATL,594,12
DL,MIA,BOS,1258,13
DL,MIA,DCA,919,10
DL,MIA,DTW,1145,12
DL,MIA,JFK,1089,13
DL,MIA,LAX,2342,8
DL,MIA,LGA,1096,13
DL,MIA,MCO,192,15
DL,MIA,MSP,1501,14
DL,MIA,RDU,700,18
DL,MIA,SEA,2724,17
DL,MIA,SLC,2088,18
DL,MKE,ATL,669,11
DL,MKE,BOS,860,12
DL,MKE,DTW,237,13
DL,MKE,JAX,925,13
DL,MKE,LAX,1756,12
DL,MKE,MSP,297,11
DL,MKE,SEA,1694,13
DL,MKE,SLC,1247,7
DL,MLB,ATL,442,12
DL,MOB,ATL,302,6
DL,MSN,ATL,707,11
DL,MSN,DTW,311,7
DL,MSN,LAX,1687,17
DL,MSN,LGA,812,10
DL,MSN,MSP,228,6
DL,MSN,SLC,1174,16
DL,MSO,DFW,1320,11
DL,MSO,MSP,1013,8
DL,MSO,SLC,436,5
DL,MSP,ABQ,981,19
DL,MSP,ANC,2519,16
DL,MSP,ATL,907,12
DL,MSP,ATW,236,10
DL,MSP,AUS,1042,13
DL,MSP,AVL,861,14
DL,MSP,BDL,1050,13
DL,MSP,BIL,748,21
DL,MSP,BIS,386,21
DL,MSP,BNA,695,15
DL,MSP,BOI,1142,12
DL,MSP,BOS,1124,13
DL,MSP,BTV,987,6
DL,MSP,BUF,735,15
DL,MSP,BWI,936,13
DL,MSP,BZN,874,12
DL,MSP,CHS,1087,9
DL,MSP,CID,220,18
DL,MSP,CLE,622,15
DL,MSP,CLT,930,13
DL,MSP,CMH,626,15
DL,MSP,COS,725,9
DL,MSP,CVG,596,15
DL,MSP,DCA,931,14
DL,MSP,DEN,680,14
DL,MSP,DFW,852,14
DL,MSP,DLH,144,22
DL,MSP,DTW,528,12
DL,MSP,EWR,1008,13
DL,MSP,FAI,2466,18
DL,MSP,FAR,223,21
DL,MSP,FCA,1026,12
DL,MSP,FLL,1487,8
DL,MSP,FSD,196,21
DL,MSP,GEG,1175,11
DL,MSP,GRB,252,10
DL,MSP,GRR,408,15
DL,MSP,HDN,774,12
DL,MSP,HNL,3972,10
DL,MSP,HRL,1310,10
DL,MSP,IAH,1034,13
DL,MSP,ICT,545,8
DL,MSP,ILM,1094,10
DL,MSP,IND,503,15
DL,MSP,JAC,872,12
DL,MSP,JAX,1174,12
DL,MSP,JFK,1029,13
DL,MSP,LAS,1299,14
DL,MSP,LAX,1535,12
DL,MSP,LGA,1020,13
DL,MSP,MCI,393,13
DL,MSP,MCO,1310,12
DL,MSP,MEM,700,19
DL,MSP,MIA,1501,12
DL,MSP,MKE,297,13
DL,MSP,MSN,228,21
DL,MSP,MSO,1013,18
DL,MSP,MSY,1039,11
DL,MSP,MYR,1085,12
DL,MSP,OMA,282,22
DL,MSP,ORD,334,13
DL,MSP,ORF,1045,13
DL,MSP,PBI,1451,10
DL,MSP,PDX,1426,14
DL,MSP,PHL,980,13
DL,MSP,PHX,1276,11
DL,MSP,PIT,726,12
DL,MSP,PSC,1254,18
DL,MSP,PSP,1454,11
DL,MSP,PVD,1117,7
DL,MSP,PWM,1136,7
DL,MSP,RAP,489,22
DL,MSP,RDU,980,13
DL,MSP,RNO,1405,18
DL,MSP,RSW,1416,12
DL,MSP,SAN,1532,11
DL,MSP,SAT,1097,14
DL,MSP,SAV,1092,10
DL,MSP,SDF,604,9
DL,MSP,SEA,1399,12
DL,MSP,SFO,1589,11
DL,MSP,SJC,1575,18
DL,MSP,SJU,2404,8
DL,MSP,SLC,991,14
DL,MSP,SMF,1517,18
DL,MSP,SNA,1522,18
DL,MSP,SRQ,1342,9
DL,MSP,STL,448,15
DL,MSP,TPA,1306,12
DL,MSP,TUS,1298,11
DL,MSP,TVC,376,9
DL,MSP,VPS,1058,14
DL,MSY,ATL,425,11
DL,MSY,AUS,444,15
DL,MSY,BOS,1368,14
DL,MSY,DTW,926,11
DL,MSY,JFK,1182,12
DL,MSY,LAS,1500,14
DL,MSY,LAX,1670,14
DL,MSY,LGA,1183,10
DL,MSY,MSP,1039,14
DL,MSY,SEA,2086,12
DL,MSY,SLC,1428,19
DL,MTJ,ATL,1352,13
DL,MYR,ATL,317,12
DL,MYR,BOS,738,13
DL,MYR,DTW,636,11
DL,MYR,LGA,563,12
DL,MYR,MSP,1085,17
DL,OAJ,ATL,399,5
DL,OAK,ATL,2130,22
DL,OAK,SLC,588,6
DL,OGG,ATL,4431,16
DL,OGG,LAX,2486,20
DL,OGG,SEA,2640,22
DL,OGG,SLC,2935,20
DL,OKC,ATL,761,11
DL,OKC,BHM,632,10
DL,OKC,TYS,766,13
DL,OMA,ATL,821,10
DL,OMA,LGA,1148,10
DL,OMA,MSP,282,6
DL,ONT,ATL,1900,11
DL,ONT,SEA,956,15
DL,ONT,SLC,558,6
DL,ORD,ATL,606,12
DL,ORD,BOS,867,13
DL,ORD,DTW,235,12
DL,ORD,JFK,740,16
DL,ORD,LGA,733,10
DL,ORD,MSP,334,12
DL,ORD,SEA,1721,14
DL,ORD,SLC,1250,13
DL,ORF,ATL,516,10
DL,ORF,BOS,468,14
DL,ORF,DTW,529,9
DL,ORF,MSP,1045,17
DL,PBI,AGS,474,12
DL,PBI,ATL,545,12
DL,PBI,BOS,1197,12
DL,PBI,DTW,1086,14
DL,PBI,HPN,1056,19
DL,PBI,JFK,1028,12
DL,PBI,LGA,1035,13
DL,PBI,MSP,1451,16
DL,PDX,ATL,2172,12
DL,PDX,CMH,2034,9
DL,PDX,DTW,1953,11
DL,PDX,IND,1877,10
DL,PDX,JFK,2454,7
DL,PDX,LAX,834,12
DL,PDX,MSP,1426,11
DL,PDX,SEA,129,5
DL,PDX,SLC,630,13
DL,PHL,ATL,666,11
DL,PHL,DTW,453,12
DL,PHL,MSP,980,11
DL,PHL,SLC,1927,7
DL,PHX,ATL,1587,13
DL,PHX,BHM,1455,11
DL,PHX,BOS,2300,22
DL,PHX,DTW,1671,13
DL,PHX,JFK,2153,12
DL,PHX,LGA,2149,15
DL,PHX,MSP,1276,12
DL,PHX,RDU,1891,12
DL,PHX,SEA,1107,13
DL,PHX,SLC,507,13
DL,PIT,ATL,526,11
DL,PIT,DTW,201,6
DL,PIT,MSP,726,11
DL,PIT,SEA,2125,15
DL,PIT,SLC,1660,17
DL,PNS,ATL,271,11
DL,PSC,MSP,1254,6
DL,PSC,SLC,521,5
DL,PSP,ATL,1840,12
DL,PSP,JFK,2378,11
DL,PSP,MSP,1454,13
DL,PSP,SEA,987,15
DL,PSP,SLC,541,13
DL,PVD,ATL,903,12
DL,PVD,DTW,615,5
DL,PVD,MSP,1117,11
DL,PWM,ATL,1027,6
DL,PWM,DTW,668,5
DL,PWM,MSP,1136,11
DL,RAP,MSP,489,5
DL,RDU,ATL,356,12
DL,RDU,BOS,612,13
DL,RDU,DTW,501,12
DL,RDU,FLL,680,12
DL,RDU,LAS,2026,7
DL,RDU,LAX,2239,7
DL,RDU,LGA,431,11
DL,RDU,MCO,534,12
DL,RDU,MIA,700,7
DL,RDU,MSP,980,11
DL,RDU,PHX,1891,13
DL,RDU,SEA,2354,6
DL,RDU,SLC,1823,18
DL,RDU,TPA,587,6
DL,RIC,ATL,481,10
DL,RIC,DTW,456,6
DL,RNO,ATL,1993,22
DL,RNO,MSP,1405,6
DL,RNO,SLC,422,6
DL,ROA,ATL,357,6
DL,ROC,ATL,749,12
DL,ROC,DTW,296,6
DL,RSW,ATL,515,12
DL,RSW,BOS,1249,12
DL,RSW,CVG,879,19
DL,RSW,DTW,1084,13
DL,RSW,JFK,1074,11
DL,RSW,LGA,1080,12
DL,RSW,MSP,1416,14
DL,SAN,ATL,1892,11
DL,SAN,BOS,2588,22
DL,SAN,DTW,1956,12
DL,SAN,JFK,2446,13
DL,SAN,MSP,1532,11
DL,SAN,SEA,1050,13
DL,SAN,SLC,626,13
DL,SAT,ATL,874,12
DL,SAT,BOS,1764,14
DL,SAT,DTW,1214,12
DL,SAT,JFK,1587,12
DL,SAT,LAX,1211,7
DL,SAT,MSP,1097,11
DL,SAT,SLC,1087,14
DL,SAV,ATL,214,12
DL,SAV,BOS,901,13
DL,SAV,DTW,705,12
DL,SAV,MSP,1092,15
DL,SBA,ATL,2023,7
DL,SBA,SLC,615,10
DL,SDF,ATL,321,11
DL,SDF,BOS,829,10
DL,SDF,LAX,1843,15
DL,SDF,MSP,604,13
DL,SDF,SLC,1409,8
DL,SEA,ANC,1448,13
DL,SEA,ATL,2182,13
DL,SEA,AUS,1770,11
DL,SEA,BNA,1978,17
DL,SEA,BOI,399,15
DL,SEA,BOS,2496,15
DL,SEA,BUF,2122,10
DL,SEA,CID,1545,9
DL,SEA,CVG,1965,10
DL,SEA,DEN,1024,13
DL,SEA,DFW,1660,10
DL,SEA,DTW,1927,11
DL,SEA,FAI,1533,21
DL,SEA,FLL,2717,8
DL,SEA,GEG,224,21
DL,SEA,GRB,1646,11
DL,SEA,HNL,2677,12
DL,SEA,IAD,2306,8
DL,SEA,IAH,1874,9
DL,SEA,JFK,2422,13
DL,SEA,JNU,909,17
DL,SEA,KOA,2688,13
DL,SEA,LAS,867,12
DL,SEA,LAX,954,13
DL,SEA,LIH,2701,15
DL,SEA,MCI,1489,18
DL,SEA,MCO,2554,8
DL,SEA,MDT,2297,9
DL,SEA,MIA,2724,7
DL,SEA,MKE,1694,11
DL,SEA,MSP,1399,9
DL,SEA,OGG,2640,13
DL,SEA,ONT,956,15
DL,SEA,ORD,1721,11
DL,SEA,PDX,129,22
DL,SEA,PHX,1107,11
DL,SEA,PIT,2125,10
DL,SEA,PSP,987,11
DL,SEA,RDU,2354,15
DL,SEA,SAN,1050,11
DL,SEA,SFO,679,17
DL,SEA,SJC,696,19
DL,SEA,SLC,689,13
DL,SEA,SMF,605,21
DL,SEA,SNA,978,15
DL,SEA,TPA,2520,10
DL,SEA,TUS,1216,9
DL,SFO,ATL,2139,13
DL,SFO,BOS,2704,12
DL,SFO,DTW,2079,12
DL,SFO,JFK,2586,13
DL,SFO,LAS,414,12
DL,SFO,LAX,337,13
DL,SFO,MSP,1589,12
DL,SFO,SEA,679,10
DL,SFO,SLC,599,13
DL,SGF,ATL,563,6
DL,SJC,ATL,2116,12
DL,SJC,GRB,1822,12
DL,SJC,LAS,386,11
DL,SJC,MCI,1479,12
DL,SJC,MSP,1575,6
DL,SJC,SEA,696,6
DL,SJC,SLC,584,10
DL,SJU,ATL,1547,14
DL,SJU,BOS,1674,13
DL,SJU,DTW,1930,15
DL,SJU,JFK,1598,13
DL,SJU,MSP,2404,16
DL,SLC,ABQ,493,21
DL,SLC,ANC,2125,22
DL,SLC,ATL,1590,11
DL,SLC,AUS,1086,13
DL,SLC,BIL,387,22
DL,SLC,BNA,1404,14
DL,SLC,BOI,290,15
DL,SLC,BOS,2105,17
DL,SLC,BUR,574,8
DL,SLC,BWI,1865,23
DL,SLC,BZN,347,21
DL,SLC,CLE,1565,17
DL,SLC,CLT,1727,11
DL,SLC,CMH,1528,17
DL,SLC,CVG,1450,17
DL,SLC,DCA,1851,10
DL,SLC,DEN,391,14
DL,SLC,DFW,989,13
DL,SLC,DTW,1481,13
DL,SLC,EWR,1969,11
DL,SLC,FCA,531,22
DL,SLC,FLL,2084,23
DL,SLC,GEG,546,15
DL,SLC,HNL,2994,11
DL,SLC,IAD,1828,17
DL,SLC,IAH,1195,11
DL,SLC,IDA,188,21
DL,SLC,IND,1355,17
DL,SLC,JAC,205,15
DL,SLC,JFK,1990,15
DL,SLC,LAS,368,15
DL,SLC,LAX,590,15
DL,SLC,LGA,1983,11
DL,SLC,LGB,588,11
DL,SLC,MCI,920,14
DL,SLC,MCO,1931,13
DL,SLC,MEM,1262,14
DL,SLC,MIA,2088,23
DL,SLC,MKE,1247,17
DL,SLC,MSN,1174,12
DL,SLC,MSO,436,22
DL,SLC,MSP,991,14
DL,SLC,MSY,1428,13
DL,SLC,OAK,588,22
DL,SLC,OGG,2935,15
DL,SLC,ONT,558,20
DL,SLC,ORD,1250,13
DL,SLC,PDX,630,15
DL,SLC,PHL,1927,11
DL,SLC,PHX,507,15
DL,SLC,PIT,1660,11
DL,SLC,PSC,521,21
DL,SLC,PSP,541,11
DL,SLC,RDU,1823,11
DL,SLC,RNO,422,18
DL,SLC,SAN,626,15
DL,SLC,SAT,1087,13
DL,SLC,SBA,615,11
DL,SLC,SDF,1409,14
DL,SLC,SEA,689,15
DL,SLC,SFO,599,15
DL,SLC,SJC,584,15
DL,SLC,SMF,532,15
DL,SLC,SNA,588,15
DL,SLC,STL,1156,13
